,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
796,Kilbirnie,-41.3166456,174.7980932,Warehouse Stationery,-41.318652,174.795349,Paper / Office Supplies Store
797,Kilbirnie,-41.3166456,174.7980932,Kilbirnie Park,-41.314448901669614,174.79494036729437,Rugby Pitch
798,Kilbirnie,-41.3166456,174.7980932,The Children's Bookshop,-41.31830010470017,174.79402820469016,Bookstore
799,Kilbirnie,-41.3166456,174.7980932,Tandoori Heritage,-41.319888621893,174.79528178752992,Indian Restaurant
800,Kilbirnie,-41.3166456,174.7980932,Sinbad Kebab House,-41.320377,174.796067,Middle Eastern Restaurant
801,Kilbirnie,-41.3166456,174.7980932,Poneke Rugby Club,-41.314653798941194,174.7933810190146,Rugby Pitch
802,Kilbirnie,-41.3166456,174.7980932,Zephyrometer,-41.312533187194184,174.7955773436935,Outdoor Sculpture
803,Kilbirnie,-41.3166456,174.7980932,Leo's Seafood,-41.32129479957644,174.8016715737983,Fish & Chips Shop
804,Kilbirnie,-41.3166456,174.7980932,Meridian Wind Sculpture Walkway,-41.31339410574742,174.79059345024615,Trail
805,Miramar,-41.3133541,174.8196538,Cafe Polo,-41.312820238831755,174.82287368547415,Café
806,Miramar,-41.3133541,174.8196538,Roxy Cinema,-41.31587450115309,174.81638590157783,Indie Movie Theater
807,Miramar,-41.3133541,174.8196538,Chocolate Frog Cafe,-41.31523986286129,174.815365613881,Café
808,Miramar,-41.3133541,174.8196538,Coco at The Roxy,-41.315957110426176,174.8164839965258,Restaurant
809,Miramar,-41.3133541,174.8196538,Miramar Palmers Gardenworld,-41.31528827499891,174.81536102300564,Garden Center
810,Miramar,-41.3133541,174.8196538,Park Kitchen,-41.31600318580647,174.8166179683758,Gastropub
811,Miramar,-41.3133541,174.8196538,La Boca Loca,-41.31533080884578,174.81672623371713,Mexican Restaurant
812,Miramar,-41.3133541,174.8196538,Rempah,-41.31611771201127,174.8164465726979,Malay Restaurant
813,Miramar,-41.3133541,174.8196538,Gasworks,-41.31423680693576,174.81396915361566,Gastropub
814,Miramar,-41.3133541,174.8196538,New World,-41.31600687228738,174.81458918343705,Supermarket
815,Miramar,-41.3133541,174.8196538,Seafood Plus,-41.313198796861776,174.81879918504643,Fish & Chips Shop
816,Miramar,-41.3133541,174.8196538,Oriental Rongotai Rugby Club,-41.315947166483646,174.81982810397417,Rugby Pitch
817,Miramar,-41.3133541,174.8196538,Supreme Bakery,-41.315775,174.816761,Bakery
818,Miramar,-41.3133541,174.8196538,Weta Experience 127,-41.30976984308409,174.8211503133362,Art Museum
819,Miramar,-41.3133541,174.8196538,Souvenir Factory Shop,-41.31370170625876,174.81425032533681,Gift Shop
820,Miramar,-41.3133541,174.8196538,Subway Miramar,-41.313906587255225,174.81422552748887,Sandwich Place
821,Miramar,-41.3133541,174.8196538,Domino's Pizza,-41.314076,174.814208,Pizza Place
822,Miramar,-41.3133541,174.8196538,Maia Crossfit,-41.31405457925084,174.8140853609646,Gym / Fitness Center
823,Miramar,-41.3133541,174.8196538,Tulsi,-41.313962590961125,174.8140284844873,Indian Restaurant
824,Miramar,-41.3133541,174.8196538,Alamir Bakery,-41.313995,174.813971,Bakery
825,Miramar,-41.3133541,174.8196538,Metro Miramar Seafoods,-41.313940029253416,174.8139599602378,Fish Market
826,Miramar,-41.3133541,174.8196538,Unichem Pharmacy Miramar,-41.31604580778569,174.81503248214722,Pharmacy
827,Miramar,-41.3133541,174.8196538,Civic Video Miramar,-41.31598188661032,174.8148514273231,Video Store
828,Miramar,-41.3133541,174.8196538,Liquorland - Miramar,-41.3159565632533,174.81475973421036,Liquor Store
829,Miramar,-41.3133541,174.8196538,Traditional Thai,-41.31560230702426,174.81442352486567,Thai Restaurant
830,Miramar,-41.3133541,174.8196538,Joe's Cook,-41.31600450633096,174.81471898166834,Asian Restaurant
831,Miramar,-41.3133541,174.8196538,Bongusto,-41.31613729479378,174.81469077787236,French Restaurant
832,Miramar,-41.3133541,174.8196538,jucy car rental,-41.31292915260867,174.81314489239173,Rental Car Location
833,Miramar,-41.3133541,174.8196538,Miramar Park,-41.30898617357605,174.82457005896265,Park
834,Miramar,-41.3133541,174.8196538,Thunderbirds are go!,-41.30751646687165,174.82209471612305,Exhibit
835,Miramar,-41.3133541,174.8196538,Miramar Wharf,-41.31383559826683,174.81080150728903,Pier
836,Seatoun,-41.3204044,174.8283014,Gipsy Kitchen,-41.32478290489376,174.82146418222837,Coffee Shop
837,Seatoun,-41.3204044,174.8283014,Souvlaki At Acropolis,-41.324367,174.82108409,Greek Restaurant
838,Seatoun,-41.3204044,174.8283014,Seatoun Wharf,-41.3192684163016,174.82997876630643,Pier
839,Seatoun,-41.3204044,174.8283014,Huckle & Co,-41.32251148511194,174.83120609432524,Fish & Chips Shop
840,Seatoun,-41.3204044,174.8283014,Seatoun Dairy,-41.322561766611976,174.8314087790209,Convenience Store
841,Seatoun,-41.3204044,174.8283014,Seatoun Beach,-41.32295755499378,174.83277968357314,Beach
842,Seatoun,-41.3204044,174.8283014,Wahine Memorial,-41.32210529727463,174.834623336792,Monument / Landmark
843,Seatoun,-41.3204044,174.8283014,Oruaiti Reserve,-41.32325062281645,174.83565684568458,Nature Preserve
844,Breaker bay,-41.3343158,174.8278178,Nudist Beach,-41.33146517738907,174.83033562428008,Nudist Beach
845,Breaker bay,-41.3343158,174.8278178,Breaker Bay,-41.331410672248765,174.83030979099738,Beach
846,Breaker bay,-41.3343158,174.8278178,Breaker Bay Play Area,-41.33742022915141,174.82393850025028,Playground
847,Breaker bay,-41.3343158,174.8278178,Beacon Hill,-41.32941,174.828425,Scenic Lookout
848,Breaker bay,-41.3343158,174.8278178,Morpheus,-41.329308,174.822323,Smoke Shop
849,Karaka bays,-41.3040596,174.8303183,The Larder,-41.30683515778064,174.8257068590217,Café
850,Karaka bays,-41.3040596,174.8303183,Scorch-O-Rama,-41.29802146944671,174.8323055961612,Café
851,Karaka bays,-41.3040596,174.8303183,Weta Cave,-41.306379890077686,174.82426768631112,Museum
852,Karaka bays,-41.3040596,174.8303183,Miramar Park,-41.30898617357605,174.82457005896265,Park
853,Maupuia,-41.302141,174.8202414,Weta Cave,-41.306379890077686,174.82426768631112,Museum
854,Maupuia,-41.302141,174.8202414,The Larder,-41.30683515778064,174.8257068590217,Café
855,Maupuia,-41.302141,174.8202414,Thunderbirds are go!,-41.30751646687165,174.82209471612305,Exhibit
856,Maupuia,-41.302141,174.8202414,Park Road Post Production,-41.30788202412481,174.82162742650925,Office
857,Melrose,-41.3248868,174.7897463,Maranui Cafe,-41.330411382607174,174.79341934957122,Café
858,Melrose,-41.3248868,174.7897463,Wellington Zoo,-41.319530078766796,174.78449546458353,Zoo
859,Melrose,-41.3248868,174.7897463,Lyall Bay Beach,-41.328688520341586,174.79618883433662,Beach
860,Melrose,-41.3248868,174.7897463,Elements Cafe,-41.32587810892148,174.7953211819828,Café
861,Melrose,-41.3248868,174.7897463,Queen Sally's Diamond Deli,-41.33072278653935,174.79174483299573,Deli / Bodega
862,Melrose,-41.3248868,174.7897463,The Botanist,-41.32893866984025,174.79546442627904,Vegetarian / Vegan Restaurant
863,Melrose,-41.3248868,174.7897463,Seaview Takeaways,-41.329704,174.794109,Fish & Chips Shop
864,Melrose,-41.3248868,174.7897463,Maranui Surf Life Saving Club,-41.33040452044519,174.7934524116195,Sports Club
865,Melrose,-41.3248868,174.7897463,Mojo Wellington Zoo,-41.31942872603003,174.7844911242465,Coffee Shop
866,Melrose,-41.3248868,174.7897463,Lyall Bay Surf Lifesaving Club,-41.32963410515227,174.79457856152837,Sports Club
867,Melrose,-41.3248868,174.7897463,Burkes Cycles,-41.31989287307472,174.79465499955768,Bike Shop
868,Melrose,-41.3248868,174.7897463,National Hockey Stadium,-41.325995373204506,174.78153696453293,Hockey Arena
869,Melrose,-41.3248868,174.7897463,Skipping Stone,-41.31966018676758,174.7944793701172,Café
870,Melrose,-41.3248868,174.7897463,Kilbirnie Fish & Chips,-41.32044508,174.795888,Fish & Chips Shop
871,Melrose,-41.3248868,174.7897463,Tandoori Heritage,-41.319888621893,174.79528178752992,Indian Restaurant
872,Melrose,-41.3248868,174.7897463,Sinbad Kebab House,-41.320377,174.796067,Middle Eastern Restaurant
873,Melrose,-41.3248868,174.7897463,Carlton Cafe,-41.32028340675023,174.79612081733495,Greek Restaurant
874,Moa point,-41.3408106,174.8119953,Moa point,-41.3408099603897,174.81078112960398,Scenic Lookout
875,Moa point,-41.3408106,174.8119953,Moa Point Reserve,-41.336718949924105,174.8100526225701,Nature Preserve
876,Moa point,-41.3408106,174.8119953,Tarakena Bay Boat Ramp,-41.342423035915715,174.8186159133911,Harbor / Marina
877,Rongotai,-41.3225538,174.8051655,ASB Sports Centre,-41.317227730472204,174.80200190686918,Recreation Center
878,Rongotai,-41.3225538,174.8051655,ParrotDog Brewery,-41.327199,174.800011,Brewery
879,Rongotai,-41.3225538,174.8051655,Spruce Goose,-41.32837483717062,174.80393145165405,Café
880,Rongotai,-41.3225538,174.8051655,Taste Of India,-41.32152544,174.813596,Indian Restaurant
881,Rongotai,-41.3225538,174.8051655,Kathmandu,-41.326488406570576,174.8038101196289,Sporting Goods Shop
882,Rongotai,-41.3225538,174.8051655,Mint,-41.32700088702812,174.80312593477137,Café
883,Rongotai,-41.3225538,174.8051655,Leo's Seafood,-41.32129479957644,174.8016715737983,Fish & Chips Shop
884,Rongotai,-41.3225538,174.8051655,Burger King,-41.32580696058503,174.81047562251968,Fast Food Restaurant
885,Rongotai,-41.3225538,174.8051655,Airport Retail Park,-41.326696937835294,174.80306765176178,Shopping Mall
886,Rongotai,-41.3225538,174.8051655,Bed Bath & Beyond,-41.326644,174.802764,Furniture / Home Store
887,Rongotai,-41.3225538,174.8051655,Number One Shoes Lyall Bay,-41.326699465687554,174.8029249884306,Shoe Store
888,Rongotai,-41.3225538,174.8051655,Airport Lookout,-41.31943595982289,174.8094861763433,Scenic Lookout
889,Rongotai,-41.3225538,174.8051655,The Warehouse,-41.32722432109951,174.80306333691425,Department Store
890,Rongotai,-41.3225538,174.8051655,Noel Leeming Lyall Bay,-41.327267,174.802397,Electronics Store
891,Rongotai,-41.3225538,174.8051655,Briscoes,-41.32749165581433,174.80231037913825,Furniture / Home Store
892,Rongotai,-41.3225538,174.8051655,Centennial Coffee House,-41.32688722893716,174.8004436083186,Café
893,Rongotai,-41.3225538,174.8051655,The Rock,-41.32810544063329,174.8096297785455,Airport Terminal
894,Roseneath,-41.2936973,174.8014593,Balaena Bay,-41.2920394232002,174.80272308117657,Beach
895,Roseneath,-41.2936973,174.8014593,Mount Victoria,-41.2959777857694,174.79421854019165,Mountain
896,Roseneath,-41.2936973,174.8014593,Kaffee Eis,-41.29126256643212,174.7944401820066,Ice Cream Shop
897,Roseneath,-41.2936973,174.8014593,Beach Babylon,-41.29136054447935,174.79395911334143,Café
898,Roseneath,-41.2936973,174.8014593,Oriental Bay Store,-41.290966272354126,174.795394,Convenience Store
899,Roseneath,-41.2936973,174.8014593,Carrello del Gelato,-41.291453,174.793935,Ice Cream Shop
900,Roseneath,-41.2936973,174.8014593,Byrd Memorial,-41.296961767134896,174.79381927153537,Monument / Landmark
901,Strathmore park,-41.3280838,174.8203755,Gipsy Kitchen,-41.32478290489376,174.82146418222837,Coffee Shop
902,Strathmore park,-41.3280838,174.8203755,Souvlaki At Acropolis,-41.324367,174.82108409,Greek Restaurant
903,Strathmore park,-41.3280838,174.8203755,Wellington Airport (WLG) (Wellington Airport),-41.32903028511746,174.81198289573544,Airport
904,Strathmore park,-41.3280838,174.8203755,Four Square,-41.32459500398355,174.82080459594727,Grocery Store
905,Strathmore park,-41.3280838,174.8203755,Hell Pizza,-41.3244282801624,174.8210352771972,Pizza Place
906,Strathmore park,-41.3280838,174.8203755,Strathmore Bakery and Cafe,-41.3244,174.82144094,Bakery
907,Strathmore park,-41.3280838,174.8203755,Crawford Green Park,-41.32166886272036,174.8221980394459,Park
908,Strathmore park,-41.3280838,174.8203755,Domestic Terminal,-41.32886515321212,174.81154561042786,Airport Terminal
909,Strathmore park,-41.3280838,174.8203755,Subway,-41.32912671037705,174.81160432223328,Sandwich Place
910,Grenada village,-41.2084858,174.8219008,Mark Avenue Park,-41.208155,174.819909,Park
911,Grenada village,-41.2084858,174.8219008,Seton Nossiter Park,-41.20815561325963,174.81992110336054,Park
912,Grenada village,-41.2084858,174.8219008,Grenada Village Playground,-41.208193,174.819923,Playground
913,Grenada village,-41.2084858,174.8219008,Bus Stop 3454,-41.20779082161611,174.81945104963452,Bus Station
914,Owhiro bay,-41.3407563,174.7591213,Owhiro Bay,-41.34517776868567,174.75962877273557,Neighborhood
915,Owhiro bay,-41.3407563,174.7591213,Frodo's tree,-41.34190561992756,174.7602373339685,Tree
916,Owhiro bay,-41.3407563,174.7591213,Owhiro Bay Play Area,-41.34321594238281,174.7598876953125,Playground
917,Owhiro bay,-41.3407563,174.7591213,Nautilus Creative Space,-41.343967,174.759194,Country Dance Club
918,Owhiro bay,-41.3407563,174.7591213,Happy Valley Park,-41.334779789042024,174.75790197165017,Park
